id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
40,PRICE3,2,0,0,first_order,2.366786558953298e-6,0.004485130310058594,136,0.010810403190892683,0.0,5263,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,PRICE4,2,0,0,first_order,7.451531625048365e-5,0.0010819435119628906,36,0.002115688523644963,0.0,1236,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,ROSENBR,2,0,0,max_eval,0.024677957643323027,0.0405430793762207,1343,0.23506360279024827,0.0,50045,27970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,ROSENBRTU,2,0,0,max_eval,0.9455648712328523,0.05656909942626953,1340,0.03666277722474049,0.0,50040,27973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,S308,2,0,0,first_order,0.7731990577183518,0.0022079944610595703,56,7.999569996861924e-5,0.0,2303,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,SINEVAL,2,0,0,max_eval,3.4125055601025105,0.05359601974487305,1348,1.9515311894704068,0.0,50042,27994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,SISSER,2,0,0,first_order,3.3396327983027824e-8,0.0015950202941894531,41,1.205498405702788e-5,0.0,1750,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,SNAIL,2,0,0,first_order,3.5062811177106265e-19,0.0003809928894042969,16,1.1842771843544047e-9,0.0,396,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,WAYSEA1,2,0,0,max_eval,0.32159077713529943,0.04113316535949707,1357,1.4117618120152504,0.0,50030,27801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,WAYSEA2,2,0,0,first_order,8.113863158349292e-6,0.0009250640869140625,21,0.0011343030416294194,0.0,1030,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,ZANGWIL2,2,0,0,first_order,-18.20000000909999,0.0004911422729492188,3,2.326242288897491e-10,0.0,452,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
