id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
1,AKIVA,2,0,0,max_eval,NaN,0.5954098701477051,124,NaN,0.0,50001,50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,BEALE,2,0,0,max_eval,1.762104980407674e-8,0.11189794540405273,1358,0.0001238857475127454,0.0,50029,27801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,BOXBODLS,2,0,0,first_order,9771.499999990652,0.0008327960968017578,3,6.512067964390932e-8,0.0,460,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,BRKMCC,2,0,0,first_order,0.16904267919922733,0.0021369457244873047,41,3.287427639009756e-6,0.0,1828,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,BROWNBS,2,0,0,max_eval,1.4068346790967938e11,0.05343794822692871,1106,7.008957260364447e9,0.0,50041,26910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,CLIFF,2,0,0,first_order,11396.391743805923,9.202957153320312e-5,1,2.1701146216033407,0.0,91,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,CLUSTERLS,2,0,0,first_order,1.5993238731477052e-9,0.003701925277709961,76,3.197084002153897e-6,0.0,3031,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,CUBE,2,0,0,max_eval,0.015467146560226566,0.053781986236572266,1359,0.14336931514349446,0.0,50028,27805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,DANIWOODLS,2,0,0,first_order,103.917818,5.698204040527344e-5,1,9.102978144844748e-57,0.0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,DANWOODLS,2,0,0,max_eval,NaN,0.1549839973449707,124,NaN,0.0,50001,50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,DENSCHNA,2,0,0,first_order,7.25457134952551e-11,0.00531005859375,161,1.0840454832675127e-5,0.0,6158,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,DENSCHNB,2,0,0,first_order,5.652278434044251e-12,0.0013082027435302734,41,4.88363905577531e-6,0.0,1315,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,DENSCHNC,2,0,0,first_order,0.1833627265214504,0.005560159683227539,166,0.0013826294580245773,0.0,6379,3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,DENSCHNF,2,0,0,first_order,1.141975163152924e-9,0.003512144088745117,101,0.0006383226133938089,0.0,3964,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,DJTL,2,0,0,max_eval,-6581.461442851581,0.07325315475463867,1115,60990.60048853777,0.0,50030,26717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,EGGCRATE,2,0,0,first_order,9.488197339106259,0.0009069442749023438,11,5.162364670688641e-9,0.0,654,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,ELATVIDU,2,0,0,first_order,1.7127823898128054,0.004845142364501953,106,0.017930948459251146,0.0,4177,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
