id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
1,AKIVA,2,0,0,max_eval,NaN,0.5601291656494141,124,NaN,0.0,50001,50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,ALLINITU,4,0,0,first_order,5.744384910323316,0.0018601417541503906,12,6.267041631469223e-6,0.0,539,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,ARGLINA,200,0,0,first_order,200.0000000001862,0.017930030822753906,1,2.697398208816592e-5,0.0,53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,ARGLINB,200,0,0,first_order,99.62546951589596,0.23400211334228516,4,17626.402843249743,0.0,497,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,ARGLINC,200,0,0,first_order,101.12547063014658,0.22830605506896973,4,5108.630041024084,0.0,497,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,ARGTRIGLS,200,0,0,max_time,0.01637437797760098,10.001229047775269,676,5.655775292697275,0.0,28627,15652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,BA-L1LS,57,0,0,first_order,6.733789462446435e-8,0.4043769836425781,239,0.4438310633556767,0.0,9525,5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,BA-L1SPLS,57,0,0,first_order,4.7936921608026765e-8,1.7768490314483643,647,0.6137945831911997,0.0,27378,14964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,BARD,3,0,0,max_eval,0.009836003938036594,0.09592700004577637,1161,0.005265177482957756,0.0,50018,27547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,BEALE,2,0,0,max_eval,0.0001574424795339198,0.05446600914001465,1178,0.011879217105661944,0.0,50013,27192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,BENNETT5LS,3,0,0,max_eval,NaN,1.302182912826538,124,NaN,0.0,50001,50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,BIGGS6,6,0,0,max_eval,0.08014290952332132,0.15868806838989258,1169,0.06659908622432148,0.0,50031,27348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,BOX3,3,0,0,max_eval,5.757798482044741e-7,0.10086894035339355,1181,3.748597472860147e-5,0.0,50044,27183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,BOXBODLS,2,0,0,first_order,9771.499999990652,0.0007560253143310547,3,6.512067964390932e-8,0.0,460,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,BRKMCC,2,0,0,first_order,0.16904267919700608,0.0005769729614257812,11,1.4699332451959324e-6,0.0,564,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,BROWNAL,200,0,0,first_order,1.2999316488272497e-6,0.0930330753326416,4,0.007392277658162441,0.0,489,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
